job_id,company_id,company_name,company_type,is_newly_founded,company_industry,job_title,role_category,job_description,responsibilities,requirements,skills_required,job_type,workplace_type,location,salary_min,salary_max,salary_currency,salary_period,experience_level,experience_years_min,experience_years_max,competition_level,applicant_count,is_fresher_friendly,is_early_applicant,freshness_label,is_active,posted_at
284,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Hyderabad, Telangana, India",898695,1585933,INR,Per Annum,Entry-level,1,3,Low,16,True,False,Active,True,2026-08-26 01:06:02
285,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,"Remote, India",672005,1064009,INR,Per Annum,Fresher,0,1,Low,10,True,True,Active,True,2026-08-26 06:06:02
286,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,On-site,"Pune, Maharashtra, India",1398615,2424266,INR,Per Annum,Mid-level,2,5,Low,5,False,True,Active,True,2026-09-04 02:06:02
287,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",790301,1383026,INR,Per Annum,Entry-level,1,3,Low,14,True,True,Active,True,2026-08-29 11:06:02
288,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Pune, Maharashtra, India",22449,40409,INR,Per Month,Fresher,0,1,Low,14,True,True,Active,True,2026-09-02 14:06:02
289,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,Remote (Global),954895,1649364,INR,Per Annum,Mid-level,2,4,Low,3,False,True,Just Posted,True,2026-09-13 03:06:02
290,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,Remote (Global),1731647,3078483,INR,Per Annum,Mid-level,2,5,Low,12,False,True,Active,True,2026-09-07 05:06:02
291,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,On-site,"Noida, Uttar Pradesh, India",635947,1006917,INR,Per Annum,Fresher,0,1,Low,9,True,True,Active,True,2026-08-28 11:06:02
292,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Pune, Maharashtra, India",1275447,2210776,INR,Per Annum,Mid-level,2,5,Low,8,False,True,Active,True,2026-08-31 06:06:02
293,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,On-site,"Mumbai, Maharashtra, India",2204956,3858673,INR,Per Annum,Senior,4,8,Low,7,False,True,Recently Posted,True,2026-09-11 08:06:02
294,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Remote,"Noida, Uttar Pradesh, India",2474573,4330504,INR,Per Annum,Senior,4,8,Low,15,False,False,Active,True,2026-09-07 11:06:02
295,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Remote, India",1120559,2054359,INR,Per Annum,Mid-level,2,4,Low,9,False,True,Active,True,2026-08-31 05:06:02
296,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Mumbai, Maharashtra, India",24300,43741,INR,Per Month,Fresher,0,1,Low,11,True,True,Recently Posted,True,2026-09-11 02:06:02
297,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Pune, Maharashtra, India",1539875,2694782,INR,Per Annum,Mid-level,3,6,Low,6,False,True,Just Posted,True,2026-09-12 11:06:02
298,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,Remote (Global),732090,1281158,INR,Per Annum,Entry-level,1,3,Low,17,True,False,Recently Posted,True,2026-09-10 21:06:02
299,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Chennai, Tamil Nadu, India",1231371,2110922,INR,Per Annum,Mid-level,2,5,Low,13,False,True,Active,True,2026-09-07 11:06:02
300,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,Hybrid,"Pune, Maharashtra, India",34411,58990,INR,Per Month,Fresher,0,1,Low,18,True,False,Active,True,2026-09-05 18:06:02
301,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Hybrid,"Hyderabad, Telangana, India",1263254,2181985,INR,Per Annum,Mid-level,2,4,Low,14,False,True,Active,True,2026-08-29 11:06:02
302,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Chennai, Tamil Nadu, India",949031,1639236,INR,Per Annum,Mid-level,2,4,Low,17,False,False,Active,True,2026-09-01 21:06:02
303,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,"Delhi NCR / Gurugram, India",1994843,3546388,INR,Per Annum,Mid-level,2,5,Low,10,False,True,Active,True,2026-08-30 03:06:02
304,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Noida, Uttar Pradesh, India",1356857,2326040,INR,Per Annum,Mid-level,2,5,Low,8,False,True,Recently Posted,True,2026-09-11 03:06:02
305,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,"Remote, India",1988680,3535432,INR,Per Annum,Mid-level,2,5,Low,6,False,True,Active,True,2026-09-01 00:06:02
306,28,OmniAgentic AI,Newly Founded,True,Multi-Agent Code Synthesis,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,Remote (Global),809736,1428946,INR,Per Annum,Entry-level,1,3,Low,15,True,False,Active,True,2026-08-28 06:06:02
